host_since,host_identity_verified,neighbourhood,property_type,room_type,bed_type,cancellation_policy,host_listings_count,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,extra_people,minimum_nights,number_of_reviews,review_scores_rating,reviews_per_month,latitude,longitude,days,needsIndex,price
2015-04-03,TRUE,Oakwood,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,4,2,1,0,1,400,60,10.00,7,32,83,1.5,43.69374424,-79.43987232,1284,0.619765611,75.00
2012-09-16,TRUE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,7,4,1,2,2,300,20,15.00,1,249,99,11.99,43.64368802,-79.38844327,2213,0.844449108,150.00
2015-12-02,TRUE,The Annex,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,1,1,2,0,57.72810448,0.00,3,2,100,0.12,43.67496646,-79.39402537,1041,0.741246136,119.00
2016-11-24,FALSE,Little Portugal,House,Entire home/apt,Real Bed,moderate,1,4,2,2,2,0,100,20.00,3,73,98,3.28,43.65026787,-79.42624937,683,0.674915526,120.00
2016-11-13,TRUE,Ionview,House,Private room,Futon,flexible,1,6,1,1,1,500,10,10.00,1,58,97,2.69,43.72849152,-79.2717564,694,0.654151605,43.00
2016-01-06,TRUE,Oakwood,House,Private room,Real Bed,moderate,56,2,1,1,1,150,45,13.00,1,19,98,0.86,43.69910045,-79.448181,1006,0.619765611,35.00
2016-11-23,FALSE,Fashion District,Condominium,Entire home/apt,Real Bed,moderate,1,2,1,1,1,194,97,32.00,2,113,95,5.07,43.64441785,-79.40185385,684,0.731778843,85.00
2015-06-08,TRUE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,3,4,2,2,0,1000,80,0.00,5,46,99,2.15,43.6432056,-79.38023767,1218,0.923748247,169.00
2016-11-25,FALSE,Downtown Toronto,House,Entire home/apt,Real Bed,flexible,1,4,1.5,2,2,0,57.72810448,0.00,10,0,92,0,43.65655705,-79.36855919,682,0.540691979,2500.00
2012-04-11,TRUE,Woodbine Corridor,House,Private room,Real Bed,strict_14_with_grace_period,1,1,1,1,1,0,57.72810448,0.00,7,0,92,0,43.66804028,-79.31392224,2371,0.55691431,40.00
2015-02-28,FALSE,Niagara,Apartment,Private room,Real Bed,moderate,1,2,1,1,1,0,30,40.00,1,18,97,0.82,43.64179976,-79.41477138,1318,0.703663971,80.00
2016-11-25,TRUE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,250,70,0.00,1,58,99,2.58,43.64495076,-79.37983917,682,0.731778843,91.00
2015-01-20,TRUE,Roncesvalles,Apartment,Entire home/apt,Real Bed,moderate,2,2,1,0,1,0,57.72810448,0.00,1,97,93,4.28,43.64205416,-79.44637644,1357,0.540691979,100.00
2012-05-27,FALSE,Oakwood,House,Private room,Real Bed,moderate,57,2,1,1,1,150,40,10.00,1,28,89,1.26,43.69766251,-79.44874252,2325,0.694313126,35.00
2011-07-12,TRUE,Yorkville,Condominium,Entire home/apt,Real Bed,flexible,16,6,2,2,2,250,99,25.00,1,70,95,3.2,43.67143369,-79.39473112,2645,0.976470929,80.00
2013-05-03,FALSE,Little Portugal,Apartment,Entire home/apt,Real Bed,flexible,1,2,1,1,2,0,57.72810448,25.00,4,41,99,1.85,43.64340856,-79.42431261,1984,0.654151605,120.00
2016-08-02,TRUE,Oakridge,House,Entire home/apt,Real Bed,moderate,1,7,1.5,3,4,200,95,10.00,1,114,95,5.19,43.69865533,-79.27008995,797,0.952546477,107.00
2016-11-26,FALSE,Trinity-Bellwoods,Apartment,Entire home/apt,Real Bed,moderate,4,12,2.5,3,8,300,150,0.00,2,102,90,4.74,43.64552516,-79.41393146,681,0.694313126,449.00
2016-11-27,TRUE,Kensington Market,Townhouse,Entire home/apt,Real Bed,moderate,1,4,1,1,2,200,45,15.00,1,95,99,4.63,43.65646219,-79.40604084,680,0.813624225,83.00
2016-09-28,FALSE,Willowdale,Guest suite,Entire home/apt,Real Bed,strict_14_with_grace_period,3,2,1,1,1,300,39,10.00,1,135,83,6.13,43.77300295,-79.43759896,740,0.770066708,62.00
2013-01-01,TRUE,Wallace Emerson,Guest suite,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,0,1,0,25,0.00,2,60,100,2.88,43.66326101,-79.45033099,2106,0.694313126,85.00
2012-03-13,TRUE,Financial District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,78,4,1,2,2,750,57.72810448,0.00,14,1,80,0.05,43.65030308,-79.3832026,2400,0.540691979,199.00
2013-06-04,TRUE,Little Portugal,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,150,75,75.00,4,5,100,0.26,43.64391948,-79.42458645,1952,0.674915526,101.00
2016-01-05,FALSE,Swansea,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,6,3,1,1,1,517,91,17.00,4,25,95,1.17,43.6382097,-79.46993962,1007,0.911557576,89.00
2012-10-03,FALSE,The Danforth,House,Private room,Real Bed,moderate,1,2,1,1,1,500,20,20.00,2,14,91,0.8,43.68258761,-79.30979648,2196,0.589558077,54.00
2013-05-30,TRUE,The Annex,House,Entire home/apt,Real Bed,moderate,2,4,2.5,2,2,500,95,50.00,3,17,95,0.78,43.66537769,-79.41865764,1957,0.643217553,350.00
2014-01-14,FALSE,Tam O'Shanter,House,Entire home/apt,Real Bed,moderate,1,3,1,2,2,350,35,0.00,2,28,99,1.35,43.77011018,-79.31192022,1728,0.703663971,52.00
2014-06-07,TRUE,Parkdale,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,2,4,2,2,3,500,80,15.00,3,22,98,1.13,43.63972992,-79.42317836,1584,0.694313126,149.00
2016-11-28,TRUE,Davisville,Apartment,Private room,Real Bed,moderate,1,2,1.5,1,1,0,57.72810448,15.00,1,3,100,0.14,43.69745967,-79.39263444,679,0.589558077,49.00
2013-02-27,FALSE,Dovercourt Park,House,Private room,Real Bed,flexible,1,2,1,1,1,129,0,0.00,1,1,100,0.05,43.66320701,-79.4291024,2049,0.52441118,67.00
2011-07-12,TRUE,Yorkville,Condominium,Entire home/apt,Real Bed,flexible,16,4,1,1,2,250,80,25.00,1,59,96,2.95,43.67128866,-79.393671,2645,0.942610326,62.00
2016-11-14,FALSE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,5,2,1,0,1,550,69,50.00,1,53,97,2.59,43.66268003,-79.38340284,693,0.703663971,105.00
2014-06-17,FALSE,Casa Loma,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,3,3,1,1,2,650,75,35.00,2,50,99,2.25,43.67998704,-79.41328235,1574,0.796838794,125.00
2016-11-14,FALSE,Financial District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,5,4,1,1,2,750,75,50.00,1,75,97,3.6,43.6500232,-79.37982433,693,0.694313126,87.00
2015-07-05,TRUE,Woodbine/Lumsden,House,Entire home/apt,Real Bed,flexible,1,4,1,2,2,0,57.72810448,0.00,4,6,97,0.28,43.69160688,-79.31112715,1191,0.573028442,191.00
2013-08-28,FALSE,Cliffside,House,Private room,Real Bed,flexible,3,2,1,1,1,0,30,10.00,4,6,100,0.27,43.70610554,-79.25475973,1867,0.694313126,35.00
2016-11-30,FALSE,The Danforth,Apartment,Private room,Real Bed,moderate,15,1,1,1,1,150,20,0.00,5,2,80,0.16,43.68820699,-79.30079376,677,0.643217553,35.00
2016-09-18,TRUE,Parkdale,House,Entire home/apt,Real Bed,strict_14_with_grace_period,3,6,1,3,3,401,90,25.00,2,53,98,2.39,43.63405525,-79.43539608,750,0.779336398,169.00
2016-11-29,FALSE,Harbourfront,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,2,8,2,4,6,299,100,80.00,1,27,81,1.23,43.64160886,-79.37867056,678,0.694313126,328.00
2013-07-05,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,flexible,1,5,1,2,2,0,57.72810448,0.00,2,0,92,0,43.66767406,-79.38535326,1921,0.674915526,300.00
2014-01-15,TRUE,The Junction,Apartment,Private room,Real Bed,moderate,3,2,1,1,1,0,57.72810448,10.00,3,5,90,0.39,43.66445707,-79.46621754,1727,0.703663971,65.00
2016-11-29,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,3,1,2,2,500,60,30.00,2,9,100,0.42,43.65894011,-79.36963263,678,0.844449108,220.00
2015-08-02,TRUE,Niagara,House,Private room,Real Bed,moderate,2,2,1,1,1,0,15,0.00,1,109,100,4.95,43.6447507,-79.41280707,1163,0.813624225,61.00
2013-08-07,TRUE,Trinity-Bellwoods,House,Private room,Real Bed,strict_14_with_grace_period,2,1,1,1,1,200,80,20.00,5,24,99,1.4,43.65045177,-79.41601563,1888,0.829436438,59.00
2014-09-14,TRUE,Entertainment District,Condominium,Entire home/apt,Real Bed,super_strict_30,11,3,1,1,2,250,50,15.00,1,77,95,3.48,43.64309674,-79.38201651,1485,0.770066708,100.00
2016-11-30,FALSE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,moderate,1,2,1,1,1,150,57.72810448,0.00,1,1,100,0.05,43.65089031,-79.36879247,677,0.55691431,100.00
2014-09-12,TRUE,Fashion District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,16,2,1,1,1,300,65,0.00,5,69,97,3.16,43.64450922,-79.40202851,1487,0.694313126,175.00
2015-01-27,TRUE,Little Portugal,House,Private room,Real Bed,moderate,7,2,1,1,1,150,20,10.00,1,5,100,0.23,43.65231427,-79.42902629,1350,0.703663971,65.00
2016-11-23,TRUE,The Annex,House,Private room,Real Bed,moderate,2,1,1,1,1,150,30,0.00,2,29,95,1.31,43.67163167,-79.41953486,684,0.605980562,35.00
2014-11-20,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,6,1,2,3,450,80,20.00,1,167,98,7.53,43.63862005,-79.39630798,1418,0.770066708,100.00
2015-10-07,TRUE,Parkdale,Apartment,Entire home/apt,Real Bed,moderate,1,6,1,2,2,0,57.72810448,0.00,3,1,80,0.05,43.63875327,-79.42763611,1097,0.63241182,150.00
2016-12-01,TRUE,Harbourfront,Apartment,Private room,Real Bed,flexible,1,2,1,1,1,0,57.72810448,0.00,7,2,100,0.09,43.63825726,-79.38994057,676,0.573028442,49.00
2016-12-01,FALSE,Riverdale,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,3,1,1,1,175,57.72810448,0.00,1,53,95,2.44,43.66408284,-79.33903126,676,0.674915526,120.00
2013-09-02,TRUE,Niagara,Apartment,Entire home/apt,Real Bed,flexible,1,2,1,0,1,0,25,0.00,1,1,100,0.05,43.63794261,-79.41594904,1862,0.619765611,115.00
2016-04-06,TRUE,Downsview,Apartment,Entire home/apt,Real Bed,moderate,2,6,1,2,3,350,45,0.00,2,40,89,2.38,43.72938553,-79.48814775,915,0.788070176,100.00
2014-09-12,TRUE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,16,2,2,1,1,500,80,25.00,3,53,98,3.25,43.64506965,-79.39494578,1487,0.788070176,175.00
2014-04-25,TRUE,Casa Loma,Apartment,Entire home/apt,Real Bed,flexible,4,3,1,1,2,0,40,20.00,3,74,95,3.48,43.67749133,-79.4155056,1627,0.805421972,135.00
2016-12-01,TRUE,Mimico,Guest suite,Entire home/apt,Real Bed,flexible,1,2,1,1,1,150,25,0.00,2,78,99,3.55,43.6059118,-79.49383246,676,0.813624225,75.00
2013-07-11,TRUE,Cabbagetown,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,0,1,0,20,0.00,3,12,95,0.55,43.66339172,-79.37651879,1915,0.573028442,85.00
2013-07-04,TRUE,Trinity-Bellwoods,House,Private room,Real Bed,strict_14_with_grace_period,1,1,1.5,1,1,0,20,0.00,14,0,92,0,43.64660718,-79.41875825,1922,0.52441118,75.00
2016-12-01,FALSE,West Hill,House,Private room,Real Bed,strict_14_with_grace_period,1,1,1,1,1,0,10,15.00,1,15,97,0.84,43.76244175,-79.19547835,676,0.654151605,50.00
2016-12-01,TRUE,Saint Andrew/Windfields,Townhouse,Private room,Real Bed,moderate,1,2,1.5,1,1,0,57.72810448,12.00,1,158,98,7.51,43.75062468,-79.37960337,676,0.674915526,56.00
2016-12-01,TRUE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,moderate,2,2,1,2,1,520,90,35.00,3,31,99,1.45,43.66096061,-79.38408511,676,0.850989199,144.00
2016-04-27,FALSE,Yorkville,Condominium,Entire home/apt,Real Bed,moderate,7,4,1,1,2,400,69,0.00,1,47,89,2.12,43.67060383,-79.39351179,894,0.892575204,150.00
2014-04-10,FALSE,The Westway,House,Entire home/apt,Real Bed,strict_14_with_grace_period,7,12,4,5,6,300,55,20.00,1,103,96,4.73,43.69748088,-79.56063558,1642,0.788070176,260.00
2016-03-06,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,5,2,1,0,1,0,8,0.00,1,273,96,12.72,43.66890968,-79.37830988,946,0.643217553,70.00
2014-11-16,TRUE,Niagara,House,Entire home/apt,Real Bed,moderate,1,2,1,1,1,150,50,0.00,1,5,92,0.23,43.64160485,-79.40487103,1422,0.694313126,275.00
2016-12-02,FALSE,Downtown Toronto,Apartment,Private room,Real Bed,strict_14_with_grace_period,1,1,1,1,1,0,9,0.00,2,55,93,2.69,43.66433034,-79.40877013,675,0.694313126,59.00
2016-07-31,TRUE,Davisville,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,2,2,2,259,194,91.00,2,2,100,0.55,43.70973109,-79.39551277,799,0.813624225,129.00
2016-12-03,TRUE,Richview,Apartment,Entire home/apt,Real Bed,flexible,1,3,1,1,1,150,30,10.00,2,34,95,1.53,43.67856516,-79.56607009,674,0.821636602,70.00
2015-10-12,FALSE,Downtown Toronto,Apartment,Private room,Real Bed,flexible,1,1,1,1,1,0,57.72810448,0.00,1,1,100,0.05,43.65642517,-79.40427537,1092,0.573028442,50.00
2016-12-03,TRUE,Garden District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1.5,1,1,500,50,0.00,1,10,100,0.51,43.65436274,-79.37990416,674,0.869995519,110.00
2014-12-17,FALSE,Niagara,Apartment,Private room,Real Bed,moderate,1,2,1,1,1,0,25,0.00,2,2,100,0.26,43.63637599,-79.40145866,1391,0.619765611,100.00
2014-04-12,TRUE,Islington,House,Entire home/apt,Real Bed,moderate,1,3,1,1,1,600,120,0.00,15,17,96,0.88,43.60932829,-79.55626772,1640,0.805421972,85.00
2015-11-04,TRUE,Garden District,Apartment,Entire home/apt,Real Bed,moderate,1,2,1,1,1,0,60,40.00,3,18,99,0.8,43.65478523,-79.37280093,1069,0.897901036,94.00
2012-02-19,TRUE,Entertainment District,Condominium,Private room,Real Bed,moderate,1,2,1,0,1,0,20,0.00,2,80,98,4.8,43.64877193,-79.39161575,2423,0.770066708,109.00
2016-11-13,FALSE,Willowdale,House,Entire home/apt,Real Bed,moderate,2,3,1,2,2,150,60,10.00,7,5,100,0.23,43.76970655,-79.42387986,694,0.684936731,79.00
2011-07-08,FALSE,Palmerston/Little Italy,Apartment,Entire home/apt,Real Bed,flexible,1,2,1,1,1,0,57.72810448,0.00,2,83,89,3.76,43.66288081,-79.41393472,2649,0.654151605,57.00
2015-11-21,TRUE,Agincourt,House,Private room,Real Bed,flexible,1,2,1.5,1,1,0,57.72810448,0.00,3,0,92,0,43.78615783,-79.26002405,1052,0.694313126,30.00
2014-07-29,FALSE,Oakwood,Apartment,Private room,Real Bed,strict_14_with_grace_period,1,1,1,1,1,150,15,15.00,2,3,100,0.14,43.67961651,-79.43913009,1532,0.619765611,75.00
2016-12-05,FALSE,Riverdale,House,Entire home/apt,Real Bed,moderate,3,6,1,6,0,300,100,25.00,2,100,99,4.96,43.66885503,-79.34921597,672,0.796838794,241.00
2013-09-01,TRUE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,moderate,1,2,1,1,1,750,65,15.00,1,29,100,1.33,43.65190772,-79.37156834,1863,0.750769534,113.00
2014-03-12,FALSE,Little Portugal,House,Entire home/apt,Real Bed,strict_14_with_grace_period,24,3,1,1,1,300,60,40.00,1,65,86,2.94,43.64783242,-79.43124695,1671,0.674915526,75.00
2016-12-05,FALSE,Agincourt,Serviced apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,2,1,1,1,240,45,0.00,1,8,88,1.14,43.77818576,-79.28236295,672,0.850989199,79.00
2012-03-13,TRUE,Financial District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,78,3,1,2,2,1000,57.72810448,0.00,28,6,93,0.49,43.6501946,-79.38549961,2400,0.573028442,169.00
2012-03-13,TRUE,Financial District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,78,2,1,2,1,500,57.72810448,0.00,28,2,90,0.11,43.65067675,-79.38420487,2400,0.605980562,169.00
2016-04-23,FALSE,High Park North,House,Private room,Real Bed,moderate,1,2,1.5,1,1,0,57.72810448,0.00,1,6,97,0.27,43.65629984,-79.47173929,898,0.654151605,35.00
2014-09-16,TRUE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,3,3,1,1,2,250,55,25.00,1,189,98,8.53,43.64305077,-79.37939945,1483,0.91565996,160.00
2016-11-20,FALSE,Financial District,Apartment,Entire home/apt,Pull-out Sofa,moderate,4,2,1,0,1,500,65,49.00,1,82,99,3.7,43.65121607,-79.38188186,687,0.713114205,94.00
2014-05-21,TRUE,Deer Park,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,2,6,2,2,1,1000,100,50.00,2,11,96,0.53,43.6860316,-79.39875426,1601,0.796838794,299.00
2013-07-31,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,flexible,1,2,1,1,1,0,57.72810448,0.00,3,0,92,0,43.66912186,-79.38091433,1895,0.52441118,150.00
2016-08-09,FALSE,Financial District,Condominium,Entire home/apt,Real Bed,moderate,2,3,1,1,2,150,99,0.00,2,60,99,2.93,43.64990298,-79.38171361,790,0.863683033,349.00
2015-09-01,FALSE,Fashion District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,1,1,2,500,100,0.00,1,59,94,2.73,43.64639892,-79.39688028,1133,0.63241182,100.00
2013-12-06,TRUE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,18,3,1,1,1,400,69,29.00,1,27,85,1.53,43.6415446,-79.38285645,1767,0.654151605,94.00
2013-12-06,TRUE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,18,2,1,1,1,400,69,29.00,1,32,83,1.61,43.642816,-79.38265797,1767,0.643217553,94.00
2016-08-16,TRUE,The Beaches,Loft,Entire home/apt,Real Bed,strict_14_with_grace_period,2,4,2,2,2,500,100,0.00,5,0,92,0,43.66916956,-79.30867606,783,0.654151605,288.00
2012-05-27,FALSE,Willowdale,Guesthouse,Private room,Real Bed,moderate,57,2,1,1,1,150,40,10.00,1,37,83,1.91,43.77342892,-79.4127126,2325,0.664940375,45.00
2013-04-21,TRUE,Forest Hill,Apartment,Private room,Real Bed,strict_14_with_grace_period,1,2,1,1,1,200,25,15.00,10,5,100,0.23,43.68813941,-79.41234155,1996,0.643217553,30.00
2015-06-28,FALSE,Niagara,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,1000,60,0.00,90,17,99,0.8,43.63948268,-79.41609756,1198,0.643217553,159.00
2016-12-06,FALSE,Roncesvalles,Loft,Private room,Real Bed,moderate,1,1,1,1,1,0,30,0.00,1,20,97,0.91,43.65000544,-79.44410358,671,0.674915526,59.00
2014-02-04,TRUE,Downtown Toronto,House,Entire home/apt,Real Bed,moderate,3,6,2.5,3,1,300,20,0.00,2,12,100,0.55,43.65823287,-79.36588602,1707,0.750769534,109.00
2016-01-08,TRUE,Entertainment District,Condominium,Entire home/apt,Real Bed,moderate,5,6,1,1,1,200,45,15.00,1,228,98,10.27,43.64227873,-79.38618114,1004,0.779336398,102.00
2015-11-22,TRUE,Pleasant View,House,Shared room,Real Bed,flexible,2,2,1,1,2,0,57.72810448,0.00,1,0,92,0,43.79866533,-79.33660741,1051,0.589558077,94.00
2015-12-27,TRUE,Woodbine Corridor,House,Private room,Real Bed,flexible,25,1,1,1,1,0,57.72810448,0.00,1,5,84,0.27,43.6855184,-79.3178896,1016,0.540691979,40.00
2015-10-24,TRUE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,moderate,1,6,2,2,3,600,75,30.00,1,24,92,1.09,43.6391643,-79.39694223,1080,0.731778843,300.00
2011-11-03,FALSE,Malvern,House,Private room,Real Bed,flexible,1,1,2.5,1,1,250,57.72810448,35.00,5,0,92,0,43.79913007,-79.22023206,2531,0.722408935,63.00
2016-09-27,FALSE,Entertainment District,Apartment,Private room,Real Bed,strict_14_with_grace_period,1,2,1.5,1,1,150,25,35.00,1,9,75,0.42,43.6498387,-79.39045349,741,0.722408935,65.00
2011-12-08,TRUE,Parkdale,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,2,2,3,400,50,50.00,4,8,97,0.54,43.63995999,-79.43001794,2496,0.837016211,131.00
2016-12-07,TRUE,Fairbank,House,Private room,Real Bed,strict_14_with_grace_period,3,2,1,1,1,133,57.72810448,10.00,2,82,92,3.74,43.67592477,-79.44284438,670,0.643217553,35.00
2016-03-03,FALSE,Niagara,House,Entire home/apt,Real Bed,moderate,5,3,1,1,2,1000,80,15.00,3,0,92,0,43.64537976,-79.40810984,949,0.796838794,138.00
2015-05-21,TRUE,Downtown Toronto,Apartment,Private room,Real Bed,strict_14_with_grace_period,7,1,1,1,1,150,50,30.00,1,10,96,0.45,43.63924889,-79.39699916,1236,0.722408935,52.00
2013-06-05,TRUE,South Hill/Rathnelly,Apartment,Entire home/apt,Real Bed,moderate,1,3,1,1,1,250,100,0.00,2,6,100,0.39,43.68296439,-79.39204574,1951,0.713114205,140.00
2016-12-08,FALSE,Downtown Toronto,Apartment,Private room,Real Bed,moderate,1,2,1,1,1,0,57.72810448,0.00,2,6,92,0.38,43.67026571,-79.37708929,669,0.605980562,40.00
2012-06-20,FALSE,Saint Lawrence,House,Private room,Real Bed,strict_14_with_grace_period,1,1,1,1,1,150,25,0.00,7,0,92,0,43.64958823,-79.36356081,2301,0.605980562,125.00
2016-05-10,FALSE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,moderate,1,3,1,1,1,0,50,0.00,7,15,99,0.69,43.63812193,-79.39878112,881,0.684936731,91.00
2015-05-22,TRUE,Financial District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,3,3,1,2,1,0,40,0.00,2,48,97,2.54,43.65094876,-79.38022728,1235,0.703663971,195.00
2014-09-07,TRUE,Oakwood,Apartment,Entire home/apt,Real Bed,flexible,1,4,1,1,2,0,15,20.00,1,7,97,0.32,43.68181136,-79.44261946,1492,0.703663971,50.00
2016-03-01,TRUE,New Toronto,House,Private room,Real Bed,strict_14_with_grace_period,1,1,1,1,1,0,15,0.00,3,34,98,1.59,43.59782088,-79.50649171,951,0.805421972,34.00
2016-12-03,FALSE,Newtonbrook,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,8,1,3,5,500,25,25.00,3,16,85,0.75,43.79242893,-79.40520132,674,0.684936731,178.00
2014-01-11,TRUE,Pelmo Park,House,Entire home/apt,Real Bed,super_strict_30,22,4,1,1,1,500,199,12.00,2,2,100,0.11,43.70677115,-79.52506991,1731,0.731778843,199.00
2014-01-11,TRUE,Pelmo Park,House,Entire home/apt,Real Bed,super_strict_30,22,8,1,3,3,500,190,8.00,4,1,100,0.06,43.70779373,-79.52705946,1731,0.713114205,400.00
2016-08-14,TRUE,Hillcrest Village,Condominium,Private room,Real Bed,moderate,1,1,2,1,1,150,25,7.00,1,25,97,1.15,43.8008086,-79.35548699,785,0.857380442,34.00
2016-12-09,TRUE,Fashion District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,299,70,0.00,3,78,98,3.64,43.64470482,-79.4015648,668,0.788070176,129.00
2016-12-09,TRUE,Fashion District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,299,70,0.00,5,46,97,2.51,43.64348517,-79.40053618,668,0.796838794,159.00
2016-09-25,FALSE,Davisville,Apartment,Entire home/apt,Real Bed,moderate,8,5,1,1,4,300,39,49.00,2,35,91,1.65,43.70951099,-79.3926253,743,0.684936731,119.00
2013-06-02,TRUE,Deer Park,Apartment,Entire home/apt,Real Bed,moderate,1,3,1,1,2,0,60,0.00,2,22,95,1.17,43.69190175,-79.3956579,1954,0.703663971,125.00
2016-12-10,FALSE,Cliffside,House,Private room,Real Bed,moderate,4,2,1,1,1,950,90,12.00,5,12,98,0.55,43.70589843,-79.25827396,667,0.722408935,34.00
2016-11-20,FALSE,Cabbagetown,Apartment,Entire home/apt,Real Bed,moderate,4,6,1,2,3,500,90,49.00,1,27,95,1.26,43.66614067,-79.37135615,687,0.694313126,110.00
2015-09-07,FALSE,Davisville,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,250,50,20.00,10,17,98,0.8,43.70113669,-79.37711349,1127,0.857380442,65.00
2012-03-27,FALSE,Niagara,Condominium,Entire home/apt,Real Bed,flexible,1,2,1,1,1,0,15,0.00,3,0,92,0,43.64167503,-79.41579461,2386,0.619765611,150.00
2012-09-15,TRUE,Niagara,Apartment,Entire home/apt,Real Bed,moderate,1,3,1.5,1,2,500,90,50.00,1,12,100,0.54,43.63768677,-79.41528897,2214,0.713114205,145.00
2015-08-17,FALSE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,moderate,4,3,1,1,2,350,55,0.00,2,99,89,4.53,43.65376868,-79.38905831,1148,0.731778843,129.00
2011-04-12,TRUE,The Kingsway,House,Private room,Real Bed,flexible,2,2,1,1,1,0,19,10.00,2,83,99,5.01,43.65389009,-79.52430763,2736,0.939031475,100.00
2016-12-10,TRUE,Leaside,House,Entire home/apt,Real Bed,moderate,2,6,4.5,4,4,3000,200,0.00,28,1,100,0.11,43.71132381,-79.36614957,667,0.886998193,475.00
2016-12-11,FALSE,Greenwood-Coxwell,House,Entire home/apt,Real Bed,moderate,1,6,2,4,3,1000,100,100.00,7,1,92,0.32,43.66740501,-79.31980807,666,0.703663971,300.00
2015-08-18,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,800,125,0.00,1,1,100,0.48,43.64492576,-79.39082354,1147,0.902599013,450.00
2016-04-06,FALSE,Glen Park,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,2,2,2,200,35,35.00,2,76,96,3.52,43.71551413,-79.45358765,915,0.713114205,155.00
2016-12-11,FALSE,Rouge,House,Entire home/apt,Real Bed,flexible,1,2,1,0,1,0,57.72810448,0.00,4,38,97,1.79,43.80952243,-79.18398965,666,0.643217553,80.00
2015-06-15,TRUE,Entertainment District,Apartment,Entire home/apt,Real Bed,flexible,1,6,2,2,2,0,57.72810448,0.00,2,0,92,0,43.64298566,-79.39146002,1211,0.654151605,200.00
2016-12-11,FALSE,Greenwood-Coxwell,Apartment,Entire home/apt,Real Bed,moderate,1,2,1,0,1,0,25,0.00,1,92,98,4.23,43.67309047,-79.3194812,666,0.684936731,58.00
2012-06-02,TRUE,The Danforth,Guest suite,Entire home/apt,Real Bed,moderate,1,3,1,1,2,400,40,10.00,2,96,95,4.35,43.68603455,-79.31167702,2319,0.760408209,65.00
